features.properties.@id,Amenity_name,Latitude,Longitude,Terrace_Status
node/7679728299,Big Ben,"4,1445245","1,9793513",
node/7679738129,O'Pote,"41,4500726","1,9746322",
node/7680873748,Ca La Fina,"41,6187692","2,6045543",
node/7686962980,El Cafè del Casino,"41,4492881","1,9722422",
node/7704818536,Pickwick,"4,1375111","2,1337793",
node/7704818539,Bar Granja Rocxi,"41,3744206","2,1339573",
node/7704818548,Cafès Caracas,"41,3748038","2,1328052",
node/7706832792,Cru Sants,"41,3721342","2,1286919",
node/7716513467,Restaurant La Bodega,"41,5402365","2,0756325",
node/7733828167,Cerveceria Marc's,"41,4491488","0,1968026",
node/7733828169,Dtaping,"41,4493693","1,9665036",
node/7733842088,null,"41,4514236","1,9660797",
node/7733842089,null,"41,4518062","1,9656701",
node/7734815985,Aroma de Mar,"41,2653906","1,9556136",
node/7736420790,Mamma Italia,"41,3764642","2,1234304",
node/7757058250,Darek's Bar Tapas,"41,4873423","2,0259596",
node/7772770550,Eqvilibrivm Café,"41,3973065","2,1697662",
node/7838098454,El Caserón,"41,3838275","2,1398498",
node/7847753960,La Daurada,"0,4121013","1,7279216",
node/7862975595,La Lola Pink,"41,4742544","1,9284887",
node/7862975596,Mura,"41,4742431","1,9283681",
node/7866543802,"El Porvenir (El ""Porve"")","41,4743306","1,9293203",
node/7866543804,3 Carabelas,"41,4743306","1,9291913",
node/7873082789,Gonzalez & Co,"4,1388652","0,2162293",
node/7876395095,Churrería La Extremeña,"0,4134825","2,0288462",
node/7880331741,Somiapampes,"41,4687529","2,2814427",
node/7880366530,Casa Paco,"41,4686193","2,2812645",
node/7880371028,Frankfurt,"4,1468884","2,2809245",
node/7880381269,Bodega El Zascandíl,"41,4692822","2,2804062",
node/7911556342,Marina,"41,4635855","2,2719472",
node/7911556343,La Plaça,"41,4635286","2,2718482",
node/7911556344,Can Chimi,"41,4634841","2,2717458",
node/7925586104,Delicream,"41,4572921","2,2290688",
node/7989010587,Castañeiras,"41,4100358","2,1760296",
node/7996813185,Café Lilo,"41,3998061","0,2179381",
node/7999604058,Lilo brunch,"41,3873718","2,1627034",
node/7999616840,Bellillo,"41,3879362","2,1620483",
node/8034999886,Costa Dorada,"41,3980284","2,1986941",
node/8046554489,Sport,"41,4001224","2,2000188",
node/8049731595,Echegaray,"41,4018684","2,2023424",
node/8049732291,Nabibi,"41,4019311","0,0220227",
node/8049732292,Doroteo,"41,4029636","2,2006718",
node/8064873985,Saramar,"41,3957712","2,1953013",
node/8077128420,Tío Bigotes,"41,4013922","2,2028846",
node/8089948746,Platillo's,"4,1449354","1,9726345",
